id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
BIK4X,WG9D,Bedroom,2,1,No,A person is lying on the sofa eating food.  They pick up a cup of coffee.,chair;cup;food;sandwich,A person is sitting in a chair eating a sandwich they pick up a drink;A person is sitting on a chair and eating.,c110 2.40 7.00;c061 0.00 6.20;c156 0.00 6.30;c059 0.00 7.00;c065 0.00 6.10,5.75
E7ESG,D0RU,Living room,6,7,No,"A person is lying down on a sofa, fast asleep. They awaken and look at the time on their phone. They then rush over to the desk, open a book and prepare to continue their homework.",bed;book;chair;desk;phone;table,"A person is laying on a bed. The person picks up a phone, looks at it, then immediately sits up. The person stands up, walks to a table and sits down to look at a book.",c032 26.20 31.90;c016 14.10 20.30;c018 13.30 18.50;c154 17.00 23.90;c027 24.30 32.00;c015 11.10 28.60;c017 21.80 30.50;c146 11.90 20.40;c151 23.50 30.80;c134 0.00 23.60;c014 25.90 32.00;c059 25.40 32.00;c011 25.70 32.00;c145 27.80 32.00,31.42
KZK6W,HR43,Kitchen,7,7,Yes,"A person is cooking food on the stove. The person pours some oil into the pan, then drinks from a glass of water.",cup;food;glass;stove;water,"A person stands at a stove cooking some food.  They grab a bottle of oil, pour some into a pot and then put it back down. They take a glass of water from the counter and drink it.",c106 0.00 6.30;c106 5.30 16.90;c109 8.70 22.20;c110 14.70 30.40;c147 14.70 36.00;c147 8.70 23.80,35.46
A4SR3,QB52,Recreation room / Man cave,6,7,Yes,A person is eating while watching television. The person begins laughing and places their food on the table.,bowl;chair;dish;food;spoon;table,A person is eating with a bowl and spoon sitting in a chair.  The person enjoys this food and smiles.  The person then puts away the bowl and spoon.;A person is eating some food from a bowl while sitting.  The person puts the food aside and smiles.,c061 0.00 21.20;c062 17.10 23.80;c156 0.00 16.40;c149 12.30 31.00;c059 0.00 31.00;c152 13.30 31.00;c118 0.00 23.30,30.04
CD11G,ZSRZ,Kitchen,7,7,Yes,"A person is cooking food on a stove, then opening a refrigerator and eating in a kitchen.",dish;food;knob;pot;refrigerator;stove,"A person is cooking on the stove.  They then open the refrigerator and take a bite of food.;A person turns a knob and stirs a pot on a stove. The person then opens the refrigerator door and takes food out. The person takes a bite of the food, and closes the refrigerator.",c156 9.80 16.20;c143 5.00 11.90;c143 4.20 18.90;c147 0.00 7.70;c142 13.70 19.00;c118 1.80 9.00,17.92
0MFAM,ZAWX,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,A person is standing in the doorway.  Then a person is grasping a broom.,broom;doorway,A person leans against a door. The person picks up a broom and twirls it in their hands.,c098 22.20 32.00;c100 22.90 28.30,31.25
OVH9Y,UTMU,Bedroom,6,7,Yes,"A person is lying in bed while watching television. After a few seconds the person gets back to working on cleaning the room. The person walks over to a vacuum turns it on, vacuuming the floor for a bit.",bed;floor;phone;television;vacuum,"A person is climbing into bed and holding a phone. The person then tosses the phone aside, gets out of bed, and starts vacuuming.;A person is laying down on a bet holding a remove and watching television, they then get up and begin vacuuming the floor.",c134 0.00 19.80;c137 18.60 33.00;c154 20.50 33.00;c132 0.20 19.40;c127 17.90 33.00,32.08
3W5GB,ZAWX,Closet / Walk-in closet / Spear closet,6,6,Yes,Person A is in a closet putting away some towels.  Person A throws one that is unpleasant looking and camera and a picture leaving the closet.,clothes;shelf;towel;wardrobe,"A person looks through clothing on a shelf. They pick up a small towel, examine it, then throw it off to the side.",c033 14.30 25.50;c035 13.50 18.60;c036 20.70 25.80;c152 26.00 32.00;c002 14.10 19.20;c003 20.70 25.70;c082 0.00 18.90,30.71
EASCD,D0RU,Living room,7,7,Yes,The person pours out the rest of their soda into a glass and takes a drink.  Then they pick up their dirty dishes off the coffee table and carry them to the sink.,chair;cup;dish;glass;sink;soda;sofa/couch;table,"A person is sitting on the bed brushing his hair with his hands. He pours a glass of soda and then takes a drink and sets the glass back down. He rearranges some dishes on the table and then grabs them, gets up, and takes them to the sink.",c106 11.50 24.40;c107 10.40 24.00;c107 6.30 35.40;c123 0.00 35.00;c009 17.30 30.20;c012 19.80 32.30;c119 17.10 25.00;c120 12.50 25.00;c109 12.50 25.00;c011 0.00 36.40;c108 12.50 25.00;c118 13.10 24.40;c154 31.60 37.50;c110 3.20 8.80;c059 0.00 35.60,41.46
O1LOW,D0RU,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,A person walks through a door into a hall and sees a book and other items on the floor. They pick up the book and tidy the area.,book;door;floor;something;table,A person is picking books and other things off floor and another person also does the same.  They then put objects on a table in an entryway.,c008 1.60 9.30;c028 14.70 22.80;c127 7.80 25.10;c009 23.10 28.10;c026 8.00 27.00;c116 15.00 27.10;c117 8.30 27.60;c115 8.30 27.60;c030 9.40 17.60,31.17
3BVG1,KQI6,Hallway,5,7,No,A person puts a broom inside a hallway closet and closes the door. Another person is sitting in the hallway.,broom;closet/cabinet;door;sofa/couch,"A WOMAN IS HOLDING THE BROOM AND SWINGS IT IN THE AIR AND STARTS TO BROOM THE WALLS AND AIR, WHILE A MAN SITS ON A COUCH",c098 0.00 20.60;c123 11.70 29.80;c097 4.00 12.00;c099 16.10 21.70;c141 18.40 24.10;c112 20.90 26.60,30.67
P5SWU,KQI6,Living room,7,7,Yes,One person is holding the pillow while the other is fixing the television.,couch;pillow;sofa;television,"Two people are sitting on a couch. One holds a pillow and one walks over to work on the television.;Person ,while sitting down, picks up a pillow and cuddles it.  Person fixes television.",c076 0.80 18.90;c078 0.00 21.60;c079 0.30 6.00;c123 0.00 18.90;c132 19.60 28.10,30.58
7B1CR,T7C3,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,A person sneezing at their phone then drinking out of a glass.,cup;glass;phone,A person holding a glass and a phone sneezes twice on the phone.,c106 16.70 29.00;c107 0.00 29.00;c015 0.00 23.70;c153 10.30 17.00;c016 0.00 19.30;c017 11.00 19.10,27.79
2JKR8,PKND,Kitchen,6,6,Yes,A person is using a broom. After they are finished they leave it in the sink and begin taking some food to bring into another room.,broom;dish;doorway;floor;food;sink,A person sweeps the floor while another places food on a table.,c102 0.10 21.80;c062 22.00 33.00;c097 27.80 33.00;c118 23.30 33.00;c063 22.00 33.00;c099 5.70 24.90;c127 5.20 18.40,32.17
WJFGC,KFGP,Stairs,5,7,Yes,A person is carrying a box with a laptop on top down the stairs. They stop and stand as they take the laptop and open it. They sit on the stairs and start to work on it.,box;floor;laptop,"A person walks down stairs carrying a box, then they open the box, sit down, remove a laptop and begin to play on it.",c050 10.40 17.40;c040 0.00 22.80;c041 9.80 15.60;c151 16.10 21.20;c125 16.30 37.00,35.79
ON2VH,YA10,Kitchen,7,7,Yes,"One person cooks at the stove, then takes a book and a camera and leaves the room.",book;food;phone/camera;stove,A person is stirring a pot on the stove then they walk over to the counter and pick up a book and walk out.,c030 18.10 23.70;c147 0.00 21.00;c015 21.40 30.40;c026 18.50 31.00,30.21
FN457,9PLL,Bedroom,6,6,Yes,A person is smiling into a mirror while grasping a picture.,mirror;picture,A person is looking at themselves in the mirror and then looks at a picture.,c084 17.70 33.00;c096 0.00 18.20;c152 0.00 7.00;c088 17.90 33.00,32.00
WOD0G,ZAWX,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,"A person runs into the entryway, carrying a towel and a book. The person throws the towel onto the table.",book;clothes;doorway;table;towel,"A person is walking in the hallway holding a book and with a towel in thier shoulder, they then throw they towel on a table.",c026 0.00 32.00;c009 10.80 20.20;c033 0.00 20.00;c034 10.80 20.20;c036 10.80 20.20;c097 0.00 13.90;c003 14.50 19.90,30.79
J4GX8,UTMU,Laundry room,4,5,Yes,"The person can sneeze while holding a glass, The person can take their medicine while drinking a glass of water.",cup;glass;medicine;water,"A person is standing in the laundry room. They sneeze, then appear to take some medicine by swallowing it.",c129 16.60 22.20;c106 18.80 27.30;c153 0.00 5.80;c107 0.00 8.40;c109 3.60 8.00;c107 15.80 27.90,29.21
YJ2CM,ID9V,Kitchen,5,7,Yes,a person is holding a pillow while opening the stove.,pillow,A person is holding a pillow and opening a dishwasher.,c076 0.00 24.00,22.75
3SIOT,XXN8,Recreation room / Man cave,6,6,Yes,ONe person was laughing while holding a blanket. The other was throwing around a bag,bag;blanket;clothes,A person is playing with a grocery bag. A second person is holding a blanket and laughing.,c024 0.00 6.70;c070 0.00 31.00;c149 0.00 31.00;c000 0.00 30.40,30.21
WXUZK,M80J,Bedroom,7,7,Yes,Person A walks into the bedroom undressing and throwing the clothing onto a chair.  Person A them climbs onto the bed snuggling under the blanket and lying down.,bed;blanket;chair;clothes,A person is in their bedroom and undresses before getting in bed to go to sleep.,c072 17.20 24.20;c134 17.30 31.00;c155 0.00 14.70;c003 1.90 11.10;c000 1.40 8.70;c001 1.00 8.70,29.71
GXIWH,6RE8,Living room,7,7,Yes,A person is smiling at the bag and opening the coffee.,bag;chair;coffee;cup;drink;table,"a person looks at a bag on a chair then grabs a drink off a table;A person looks at a bag on a chair, pours coffee into a cup and drinks it.",c106 27.50 35.00;c107 9.70 35.00;c110 7.50 16.10;c152 0.00 13.20;c108 14.50 31.80;c009 13.00 19.10,34.42
H40VV,KQI6,Hallway,6,6,Yes,A person is holding the door while another person is walking with the dishes.,dish;door,"A WOMAN WALKS TO THE DOOR, SLOWLY OPENS IT AND A MAN WALKS OUT HOLDING TWO TEAPOTS ON TRAYS. THE WOMEN THEN CLOSES THE DOOR AND THEN OPENS THE DOOR AND EXITS OUT AND REUNITES WITH THE MANAC",c118 5.60 16.90;c008 1.40 11.70;c006 18.90 24.70;c120 7.10 12.40,30.92
V7KBN,T7C3,Dining room,3,5,Yes,Person pouring a drink after taking a glass from a shelf.  Person sneezing after leaving dining room.,cup;glass;shelf;table,"A person in dining room takes a glass off the shelf, puts it on table and pours juice in it. The person then picks up glass and leaves.",c107 2.80 9.60;c108 10.30 21.60;c110 1.50 6.50;c009 4.90 10.50,29.21
7W1ZI,JVLO,Living room,4,7,Yes,Two persons are playing cards on the floor.  One person takes all the cards and puts them back in the box and closes it.  The person gets up and puts the deck of cards on the shelf next to a book.,box;floor;shelf,"Two people sit on the floor playing a game of cards. One person puts the cards in a box, stands and puts them on a shelf.",c039 18.50 24.60;c125 0.00 25.70;c154 21.70 26.90;c042 21.40 29.00,30.12
29T54,KFGP,Closet / Walk-in closet / Spear closet,6,7,Yes,"One person stands and starts undressing, opening a wardrobe cabinet to get clothes.",chair;closet;clothes;door;wardrobe,"a person sits in a chair then takes off some clothes and puts in a closet where he removes other clothes;A person is sitting in a chair.  They stand up, start undressing and open the closet door.  The person takes some clothes from the closet and places them on a chair.",c001 19.70 29.00;c003 23.10 29.00;c154 1.10 7.90;c059 0.00 6.40;c113 12.10 19.30;c000 2.90 17.10;c155 3.90 23.40;c008 12.20 19.60;c002 19.50 28.20;c141 13.20 19.00,28.12
A9BDS,2Q9D,Dining room,6,6,Yes,A person is standing over the sink. The person carries a bag into the dining room and sets it on the table before sitting down and pouring himself a drink.,bag;chair;cup/glass/bottle;juice;sink;table,A man is by a sink and takes a bag of groceries and sets them on a table. Then he pours himself some juice and drinks it.,c011 10.10 33.00;c020 2.30 8.40;c151 9.80 15.70;c107 11.00 32.60;c110 10.60 16.00;c110 16.50 21.20;c022 7.30 14.60;c023 0.90 7.30;c059 10.70 33.00;c106 19.90 31.50;c009 9.00 14.10;c009 16.20 21.20;c108 13.50 19.70;c109 16.20 21.20;c107 10.90 20.50,32.17
PTA97,AC0W,Closet / Walk-in closet / Spear closet,4,6,Yes,A person is seen fixing their hair at their closet. They start putting books inside the closet on a shelf.,book;closet/cabinet;floor;hair;shelf,An individual is combing their hair in the closet. They then put bottles of stuff on the shelf.,c081 13.60 29.90;c144 0.00 13.70;c127 9.60 16.40;c114 11.00 30.00;c028 15.20 21.50;c028 19.40 25.30;c030 10.70 18.80;c026 11.00 29.30,28.83
MUAR4,M80J,Home Office / Study (A room in a house used for work),7,6,Yes,"A person is sitting on a chair, when they get up and walk away leaving a laptop on a desk.",chair;desk;laptop;table,A person sitting in a chair at a desk is working on their laptop. They get up and walk away.,c052 0.00 25.90;c059 0.00 29.60;c011 0.00 29.00;c014 0.00 26.00;c154 24.00 30.40,29.96
VSWNF,9Y7F,Stairs,4,7,Yes,A person is sitting on the stairs with a blanket.  The person then starts tidying a pile of homework.,bag;blanket;book;homework;paper,A person is sitting on a staircase with a blanket. They rummage through several stacks of paper and stack everything in one pile.,c072 0.00 36.00;c116 17.40 36.00;c027 8.00 12.30;c115 8.10 13.00;c025 9.50 14.40;c030 5.50 10.40;c023 26.50 30.50;c026 6.00 12.50;c117 9.20 15.80;c028 6.90 22.60,34.92
9FBAP,L4ZP,Kitchen,7,7,Yes,A person is laughing while opening the refrigerator and taking out a bag of carrots.,bag;refrigerator,A person walks into the kitchen passed the dog and goes to the refrigerator and takes a bag out and puts it on the counter.,c142 6.20 11.00;c143 2.00 7.40;c020 5.90 20.00;c023 4.50 9.70,18.83
U6KQ7,Z755,Dining room,7,7,Yes,A person is putting the excess food away from the table while they see the other person leaving and closing the door behind them.,chair;door;food;table,"People sitting at the table eating food one person leaves the room another person follow and close the door.;Three people are in a kitchen. One is walking, the other is sitting, and the last on is eating chips. One of them walks through a door and the other one closes the door.",c063 0.00 5.00;c008 4.80 11.30;c156 0.00 4.10;c097 4.20 12.40;c006 8.90 15.00;c154 2.80 8.40;c059 0.00 15.00;c011 0.00 15.00;c062 0.00 7.60,14.08
F76GD,3VLX,Bathroom,6,6,Yes,"One person undresses, taking off a pair of shoes, then drinks from a glass and washes their hands.",counter;cup;dish;glass;hand;shoe;sink;toilet;towel;water,"A person enters the bathroom, sits on the toilet and removes their shoes. They then drink water from a glass on the counter, and follow up by washing their hands in the sink, then drying their hands on a towel.;A person walks into the bathroom and sits down to remove their shoes. They stand up, drink a glass of water, and wash their hands.",c058 4.30 12.50;c106 11.80 19.90;c154 8.70 14.30;c057 3.50 12.20;c139 19.80 35.20;c151 0.70 6.80;c118 11.20 20.80;c120 10.70 15.80;c119 15.50 20.40,35.71
WT9CR,KQI6,Basement (A room below the ground floor),6,6,Yes,One person is taking a picture with their laptop while another is playing by the door.,bed;door;phone;picture,"One person is fixing a door while another person is taking pictures with a phone.;One person swinging a door open and close, and another person taking a picture of it on a camara.",c008 1.50 7.80;c154 15.70 23.10;c016 0.00 33.00;c087 20.50 32.80;c015 0.00 33.00;c135 0.00 33.00,31.92
T03KF,LTAC,Closet / Walk-in closet / Spear closet,5,7,Yes,The person is looking through their wardrobe and throwing clothes on the floor. They pick food up and begin eating it.,closet;clothes;floor;food;mirror;wardrobe,"A person is looking into a mirror, the person then takes clothes out of a cabinet and throws them on the ground before eating some food.;a person looks in the mirror then grabs clothes from a closet and throws them on the floor then eats food",c003 10.60 19.60;c061 21.60 32.00;c113 8.70 13.50;c126 10.60 19.60;c156 21.60 32.00;c096 3.10 12.60;c002 10.60 14.90,31.08
FCBEQ,HR43,Kitchen,6,5,Yes,A person is seen pouring food in a glass. They then start watching television and smiling,crackers;cup;food;glass;laptop;video,"The person pours some crackers into a cup as they use a laptop computer in the kitchen.;A person pours some food into a glass, then begins watching a video on their laptop.",c061 0.00 8.60;c062 4.60 13.00;c063 0.00 2.80;c051 11.10 32.90;c108 4.10 13.00,32.29
IA5TC,FNK4,Entryway (A hall that is generally located at the entrance of a house),2,6,Yes,A person is putting a box on the shelf and then closing the cabinet.,box;cabinet;door;floor;shelf,A person enters their house holding boxes and stuffs them on a shelf.,c040 2.30 12.30;c081 12.60 20.10;c112 26.40 32.00;c097 3.80 9.80;c141 8.90 15.40;c008 9.10 15.10;c127 12.10 26.00;c042 5.70 12.00;c042 12.10 21.50;c043 11.80 16.80;c114 12.80 29.40;c113 9.10 15.20;c097 0.00 18.60;c006 25.50 32.00;c141 24.00 32.00;c008 2.60 32.00;c127 7.70 20.00,30.71
YXPTI,0KZ7,Laundry room,7,7,Yes,One person is washing tennis shoes and a pillow while another person with a phone is leaving through the doorway.,clothes;doorway;phone;pillow;shoe,"A person puts some shoes and a pillow in the washing machine, closes the lid and turns it on. Another person stands in the doorway playing with a  phone, who then walks away.",c015 0.00 14.90;c016 0.00 14.60;c077 10.50 21.80;c054 1.30 12.40;c005 0.00 29.00,27.67
FBIVN,DXDI,Bedroom,6,7,Yes,"A person is standing in the doorway, closes the door and grabs a pillow off a shelf and begins holding it.",door;knob;pillow,"A person is closing a door. A person holds a pillow.;Person in doorway looking at pillow. Then closes door, grabs pillow then looks at floor, then hold pillow with two hands.",c076 4.90 21.00;c079 4.40 12.60;c006 1.60 10.30;c141 2.40 9.80;c097 1.70 9.30,20.33
1RHDP,HJJ4,Bedroom,4,7,Yes,"A person is walking with the vacuum. A pillow gets sucked up. The person rescues the pillow, and snuggles it.",floor;pillow;vacuum,A person is vacuuming their room. They pick up a pillow from the floor and hug it.,c076 12.10 20.00;c079 12.30 18.70;c137 0.00 15.80;c127 0.00 16.00,18.75
J6L8A,Z68L,Kitchen,7,7,Yes,The person is holding a broom while tidying the counter.  They then start pouring water into a pot on the stove.,bowl;broom;counter;cup;dish;food;glass;pot;shelf;something;stove;table;water;windowsill,"The person walks up to the shelf while holding a broom, and rearranges them on the counter. The person then picks up a glass of water and pours the water into a pot on the stove. The person then picks up a bowl and sets it back on the counter.;A person is standing by a sink holding a broom. They grab some stuff from the windowsill and put them on the counter. Then they grab a glass and pour something into a pot.",c098 0.00 33.70;c109 23.00 28.30;c009 26.90 32.40;c147 16.20 27.20;c110 14.40 19.60;c118 15.00 28.00;c119 23.30 28.50;c120 25.90 32.40,33.71
D19IR,ZAWX,Hallway,6,1,No,A person stands in a hallway looking out the window watching kids playing while holding a bag of groceries. The person is putting the bag on the floor to pick up the fallen broom so they don't trip over it.,bag;broom;doorway;floor;groceries;window,A person is sitting on a balcony. They then stand up with a bag of groceries. Nest they go inside and begin sweeping the inside of the living room.,c020 10.30 25.90;c102 23.30 32.00;c154 11.50 18.10;c127 22.10 32.00;c097 16.00 22.00,31.00
4SN6Z,WQ8Z,Kitchen,2,6,Yes,"One person stands up, tidies up some dishes, then closes the stove and starts to cook.",chair;closet/cabinet;dish;door;shelf;stove,A person is sitting on a chair. They stand and put dishes on shelves in cabinets. They then go to the stove and close the door.,c119 4.90 12.20;c154 0.00 5.80;c006 15.60 21.00;c059 0.00 4.80;c119 13.10 19.90;c081 13.30 20.40;c113 12.60 17.80,32.75
M1P59,70CN,Pantry,7,7,Yes,"A person is eating in their pantry while playing on their phone. They grab a bag, and their shoes, and leave.",bag;box;cabinet;cereal;food;pantry;phone;shelf;shoe,a person looks at their phone while eating food out of the pantry then grabs a bag and shoes;A person is looking at their phone. They take some cereal out of a box that's on a cabinet shelf and eat it. Then they get a bag out of the cabinet. They bend down and pick up a pair of shoes off of the floor and walk out of the room.,c015 0.00 16.30;c053 17.10 30.00;c020 13.70 30.00;c156 0.00 16.30;c016 0.00 15.70;c056 11.60 24.70;c023 12.50 19.00;c044 4.10 10.80;c063 4.10 10.80,29.42
M1B7N,C7O9,Kitchen,6,7,Yes,"A person cooks something in a pot on the stove, then reaches over to open a cabinet door to grab some dishes from the shelf and place them next to the stove.  They then take a sip of coffee from a cup.",cabinet;cup;dish;door;food;plate;stove,"Person cooking at stove, goes to a cabinet to get a plate, and then goes back to the stove and has a drink.",c113 12.20 18.40;c147 1.30 14.20;c120 14.60 18.80;c110 20.50 27.90;c106 20.90 30.00;c141 11.80 16.10;c008 12.10 18.30;c119 17.60 23.40,29.00
ZL7E9,BYF9,Kitchen,3,6,Yes,"One person takes medicine as another person laughs, standing at the stove with food.",food;medicine;stove,A person laughs as they cook some food on the stove. Another person stands nearby with a bottle of medicine.  They open the bottle and drink some of the medicine.;One person opens and takes some medicine while another who is cooking on a stove watches and smiles.,c128 0.00 18.00;c147 0.00 18.00;c128 0.10 7.50;c149 0.30 9.60;c152 0.00 9.60;c129 8.30 16.90,16.71
88LYX,HR43,Kitchen,7,7,Yes,"A person is cooking on their stove. They stop momentarily, wash a glass, and go back to cooking.",cup/glass/bottle;dish;food;sink;stove,There is a person cooking on a stove. That same person goes to the sink and does something..;A person is cooking on the stove and turns to the sink to do dishes then goes back to the stove.,c147 0.00 8.70;c111 8.50 16.40;c118 23.20 30.00,29.04
S2RIQ,ZSRZ,Kitchen,5,7,Yes,"A person stands in the kitchen, cooking food on the stove.",food;stove,A person puts some food in a pot on the stove and cooks it.,c062 0.00 4.10;c147 0.00 13.00,11.92
IVJWH,5LWB,Living room,6,7,Yes,A person is putting clothes on the sofa and begins sneezing at the smell of the food.,clothes;sofa,A person walks into the room throwing clothes on a sofa and then they begin to sneeze uncontrollably.,c003 1.60 7.00;c153 10.70 23.00,22.25
X1RBM,Z68L,Bathroom,6,7,Yes,A person is playing with a mirror sitting on the toilet then begings to eat on top of the sink.,dish;food;mirror;plate;sandwich;sink,"Girl sits on toilet and looks through box, then gets up ant eats something over the sink.;person sits and grabs a mirror then sneezes and eats food off a sink",c093 0.00 19.70;c156 20.90 35.00;c154 16.90 21.90;c119 26.20 35.00;c068 29.30 35.00;c067 20.40 34.60;c065 21.40 34.60;c069 19.90 25.90,33.92
48CYX,HJJ4,Bathroom,3,6,Yes,A person undresses in the bathroom. They begin washing themselves with a washcloth. They take a book from atop a shelf and walk out.,bath cloth;book;clothes;jacket;mirror;shelf;shirt;sink;towel,A person is taking off a shirt. A person then cleans themselves with a towel.;A person in the bathroom taking off jacket and freshening up with bath cloth.,c026 16.30 22.60;c030 17.50 22.10;c155 0.00 7.30;c096 0.00 20.80;c155 5.60 11.10;c001 6.80 11.60;c038 8.80 18.70;c000 1.40 10.80,22.67
3SDJE,ZAWX,Kitchen,5,5,Yes,A person is closing the stove and then puts a cook book back where it belongs.,book;closet/cabinet;food;shelf;stove,The person is holding a book while stiring something on the  stove. Then the person closes  the book and then walks over to a cabinet and puts the book inside the cabinet and walks back over to the stove.,c025 7.00 14.10;c026 0.00 20.40;c028 13.80 20.20;c032 0.00 12.90;c147 0.00 13.00;c112 19.10 27.00;c113 13.20 18.40;c081 14.40 21.10,30.58
SPKSE,T7C3,Kitchen,6,6,Yes,A person is grasping a phone the puts a towel down.,blanket;doorway;phone;towel,A person holds a towel as they talk on the phone.  They throw the towel to the floor and walk away.,c033 0.00 26.40;c036 20.90 27.00;c015 0.00 29.00;c019 2.70 29.00;c097 22.20 28.80;c070 0.00 27.30,28.12
UGMJZ,XXN8,Laundry room,4,7,Yes,One person is throwing towels into the dryer. Another person is sitting on top of the dryer holding a book and reading.,blanket;book;clothes;dryer;towel,a person sits on a washing machine and ready while another person does laundry,c026 0.00 33.00;c035 11.40 33.00;c001 4.00 9.80;c003 6.20 11.70;c002 8.00 13.20;c073 7.70 13.70;c032 1.20 6.30,31.58
N7AOK,ZAWX,Kitchen,7,7,Yes,"A person walks into the kitchen, sneezing while grasping a blanket. The person takes a pillow from the chair and walks out.",blanket;chair;doorway;pillow,A person is walking into the room and picks up a pillow after tossing aside a blanket. Afterwards they walk out of the room hugging the pillow.,c079 21.00 31.00;c074 13.40 24.10;c071 21.20 26.80;c097 0.40 7.20;c070 17.80 25.00,30.42
M5C5L,3H6W,Kitchen,6,7,Yes,A person is smiling next to a refrigerator in the kitchen then proceeds to cook on a stove.,food;refrigerator;stove,A person is smiling next to a refrigerator then cooking something on the stove.,c152 0.60 13.10;c147 14.70 31.70,34.04
07E49,KF7F,Living room,6,3,Yes,A person is in the living room sitting at a desk and a person is watching television.,chair;television;tv,A person is sitting and watching tv.;A person is sitting in a chair while watching television.,,32.96
5IOQB,SIZN,Basement (A room below the ground floor),6,6,Yes,A person is laughing as they watch a video on their laptop. The person takes a drink from a glass of water.,chair;cup;glass;laptop;water,A person sitting in a chair laughs at something on their laptop. They drink a glass of water.;A person is sitting in a chair watching a laptop and laughing they take a drink of water,c051 0.00 21.80;c106 17.80 25.50;c149 9.00 20.00;c059 0.00 29.00;c047 0.00 29.00;c052 0.00 29.00;c152 9.50 21.00;c107 14.10 27.50,28.42
1DYYP,3VLX,Kitchen,3,7,Yes,A person is holding a broom in the kitchen.  The person looks in the mirror and begins fixing hair. The person begins to sweep with the broom.,broom;floor;hair;mirror,A person is holding a broom in a kitchen. The person walks over to a mirror and adjusts their hair. The person sweeps the floor.,c144 3.40 24.40;c096 3.20 24.70;c102 0.00 10.50;c127 0.00 13.30,30.83
5QJNP,PO5L,Kitchen,7,7,Yes,"One person grasps a recipe book from a cabinet, then tidies up the contents of the cabinet and has a drink.",book;cabinet;glass,"Person walks into a room go over to the cabinet takes a book out the cabinet, look for something else in the cabinet then began to drink from a glass",c025 13.10 18.50;c112 5.80 11.80;c113 3.90 9.30;c027 8.30 17.10;c106 26.50 32.80,38.21
I2DHG,ZAWX,Bedroom,7,7,Yes,One person was undressing and then putting their clothes on the bed. Another was smiling while drinking coffee.,bed;clothes;coffee;couch;cup;doorway;shirt,"One person walks into a room, takes off his coat, talks to another person on the couch who is drinking coffee.;A person walks through a doorway and into a bedroom.The person takes off a shirt and puts it on the bed. Another person is laying on a bed and drinking from a cup. The first person smiles.",c001 0.00 11.40;c134 9.10 20.80;c107 9.30 22.70;c152 19.70 32.00;c097 0.00 5.20;c106 13.10 23.40;c155 0.80 11.40;c003 6.50 10.80,30.79
X42YA,P6LJ,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"One person runs through, sits in a chair, and puts on shoes in front of a mirror.",chair;door;shoe,"a person walks out a door then runs back in and sits in a chair and puts shoes on;The person goes out a door and comes back in the door. The person then grabs a chair, sits down, and puts on their shoes.",c059 14.30 32.30;c150 0.00 15.00;c154 0.00 2.70;c008 1.30 7.50;c151 12.30 19.00;c055 15.20 32.20;c097 2.20 8.00;c006 3.30 10.20,33.25
A5YR8,OUKK,Living room,7,7,Yes,One person runs in past a chair and takes a stack of dishes from a cabinet with a picture on top.,cabinet;dish;door,Person grabs dishes from a cabinet.,c112 5.60 10.70;c113 1.70 6.60;c118 5.00 12.30;c008 1.00 5.90;c006 5.00 10.20,14.25
NM65M,DXDI,Hallway,5,7,Yes,A person walks down the hall with a towel over their shoulder. The person picks up a pillow and briefly snuggles it against their chest.,blanket;pillow;shelf;stand;table,"A person walks through a hallway, picks up a pillow, snuggles it and puts it back down on a stand.",c076 5.80 17.00;c078 5.00 17.00;c079 4.30 10.40;c009 12.40 16.90;c074 12.10 16.90;c072 5.90 16.10;c071 12.60 17.00;c081 12.60 17.00;c070 4.80 17.00,15.75
XPY4P,2RTW,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person carrying a bag grasps the doorknob to the recreation room. The person, with the other hand, is eating a sandwich.",backpack;door;food;sandwich,"A person is holding a sandwich and eating it while grasping a doorknob.;This person puts their hand on the door knob, takes a bite of food, and then lets go of the door handle.;The person is standing at the door eating a sandwich with their hand on the doorknob while looking at the door.",,30.54
HKM3R,2RTW,Living room,6,6,Yes,Two persons are taking turns playing a game on a laptop on a desk. They are also eating snacks.,food;laptop;table,Two people are playing checkers on their laptop while they eat chips.,c011 0.00 32.00;c051 0.00 32.00;c052 0.00 32.00;c156 0.00 32.00,31.00
